id,county,pop_over_25,median_income,median_income_no_hs,median_income_hs,median_income_some_college,median_income_college,median_income_graduate_degree
19123,"Mahaska County, Iowa",15104,33733,24895,29329,31019,42323,58420
19125,"Marion County, Iowa",21700,35570,26024,30522,31619,41429,60021
19127,"Marshall County, Iowa",27175,32641,23223,29445,33761,46057,64018
19139,"Muscatine County, Iowa",28422,32031,22381,28904,33619,46675,55200
19149,"Plymouth County, Iowa",17041,35119,19597,27092,34154,45811,55058
19153,"Polk County, Iowa",291515,38956,21699,28273,35370,50535,63547
19155,"Pottawattamie County, Iowa",62403,33111,23373,30164,32133,42921,52971
19163,"Scott County, Iowa",112959,37610,20905,29714,32645,48407,65219
19167,"Sioux County, Iowa",20412,32951,25145,29531,36362,34558,54167
19169,"Story County, Iowa",47522,38245,20217,30676,32924,42173,56141
19179,"Wapello County, Iowa",23918,30225,21983,29444,26836,42028,59348
19181,"Warren County, Iowa",30468,40210,21270,32986,37018,49247,63163
19183,"Washington County, Iowa",15015,33799,22463,30552,35151,39393,52217
19187,"Webster County, Iowa",25228,31349,13942,24672,30955,43832,65838
19191,"Winneshiek County, Iowa",13539,31488,13500,30051,29888,38844,51914
19193,"Woodbury County, Iowa",64870,30204,22460,25516,30346,41169,53889
20009,"Barton County, Kansas",18299,30716,21477,25929,31473,41182,50910
20015,"Butler County, Kansas",42327,37387,28636,30795,31544,49698,59619
20021,"Cherokee County, Kansas",14538,27054,17375,23045,26339,38997,42612
20035,"Cowley County, Kansas",23392,27102,13275,25616,25051,36727,44989
20037,"Crawford County, Kansas",23763,28886,25768,20951,26714,37361,47542
20045,"Douglas County, Kansas",64025,34447,16250,25853,29823,36667,51562
20051,"Ellis County, Kansas",17465,30545,22500,25889,27594,35517,53837
20055,"Finney County, Kansas",21480,30909,26360,26048,31565,43356,48933
20057,"Ford County, Kansas",20094,29857,27332,25185,32471,41777,51132
20059,"Franklin County, Kansas",17099,31736,15061,29968,30470,37344,55625
20061,"Geary County, Kansas",19421,31847,17012,25272,34091,37584,61580
20079,"Harvey County, Kansas",23011,33827,30337,22262,31806,42396,49923
20091,"Johnson County, Kansas",373367,44926,23717,29614,36214,52214,69147
20099,"Labette County, Kansas",14203,27450,25549,25168,26029,37451,45505
20103,"Leavenworth County, Kansas",51958,36543,23864,27135,33085,48887,73316
20111,"Lyon County, Kansas",19682,27873,21370,24098,27299,37073,49909
20113,"McPherson County, Kansas",19965,34296,27446,30606,31324,40607,44904
20121,"Miami County, Kansas",21699,38435,26142,31014,39475,51488,71506
20125,"Montgomery County, Kansas",23020,28918,23135,23984,28070,40510,35981
20149,"Pottawatomie County, Kansas",13947,36475,24306,31529,34101,34887,61436
20155,"Reno County, Kansas",43343,30737,26563,26644,28279,36745,51171
20161,"Riley County, Kansas",36900,33612,19013,28197,30206,39465,45780
20169,"Saline County, Kansas",36471,31029,21897,26844,30030,41175,54250
20173,"Sedgwick County, Kansas",320149,34228,20740,27578,31825,44043,56829
20175,"Seward County, Kansas",13272,27973,25137,26040,32200,45048,49625
20177,"Shawnee County, Kansas",119489,33344,17349,26413,30703,42948,55314
20191,"Sumner County, Kansas",15799,32149,21821,31505,31039,38750,47115
20209,"Wyandotte County, Kansas",99373,27301,18786,24810,30794,37797,50844
21003,"Allen County, Kentucky",13501,28525,22425,25892,28273,40127,44410
21005,"Anderson County, Kentucky",14589,32164,25647,31047,27776,52313,42269
21009,"Barren County, Kentucky",28908,27494,25582,23120,29768,42235,50147
21013,"Bell County, Kentucky",19650,23181,16494,20350,22339,38577,47365
21015,"Boone County, Kentucky",79563,40090,22342,30243,34199,52282,61221
21019,"Boyd County, Kentucky",35015,28868,17500,21858,27926,52639,70063
21021,"Boyle County, Kentucky",19378,28640,12909,24735,30046,41728,52062
21027,"Breckinridge County, Kentucky",13792,25136,22077,22020,26163,37402,50336
21029,"Bullitt County, Kentucky",51343,34947,21662,31250,35608,43938,56769
21035,"Calloway County, Kentucky",22499,30059,16342,25591,26635,37314,52400
21037,"Campbell County, Kentucky",60720,37163,18987,30827,34739,53635,52488
21043,"Carter County, Kentucky",18350,27595,15313,28833,23039,35404,43563
21047,"Christian County, Kentucky",42642,28331,22315,25016,28523,40357,53827
21049,"Clark County, Kentucky",24712,31578,20203,27123,33763,48037,50565
21051,"Clay County, Kentucky",14924,26727,18476,21235,32287,35962,41932
21059,"Daviess County, Kentucky",65817,32386,18341,28127,32258,41680,51214
21067,"Fayette County, Kentucky",196723,34177,16236,25823,29799,43702,57727
21071,"Floyd County, Kentucky",27247,30350,23391,28142,26031,37099,47421
21073,"Franklin County, Kentucky",34028,34122,19873,26915,32095,43183,49442
21081,"Grant County, Kentucky",15627,32550,24467,26710,34590,43756,52074
21083,"Graves County, Kentucky",25458,29146,20886,24652,28346,40036,46735
21085,"Grayson County, Kentucky",17406,26498,20054,24776,32805,26313,40833
21089,"Greenup County, Kentucky",25879,31390,14808,25885,30992,41946,60423
21093,"Hardin County, Kentucky",69104,32234,18766,25345,31879,47703,61997
21095,"Harlan County, Kentucky",19824,25769,17270,21354,27283,32160,55583
21101,"Henderson County, Kentucky",31986,30692,14590,25823,30115,41548,49851
21107,"Hopkins County, Kentucky",32391,29246,15715,27131,28159,40040,42048
21111,"Jefferson County, Kentucky",511354,33419,18966,25729,31166,44663,56924
21113,"Jessamine County, Kentucky",32006,30082,19013,24862,27822,43855,48997
21115,"Johnson County, Kentucky",16221,30635,13125,25661,32493,35762,58324
21117,"Kenton County, Kentucky",107753,36193,17477,29786,32685,45383,59186
21121,"Knox County, Kentucky",21084,24505,13067,22411,22964,39700,65212
21125,"Laurel County, Kentucky",40460,27378,17303,25222,29289,34640,52771
21133,"Letcher County, Kentucky",16893,27941,25573,26012,25863,35129,50833
21137,"Lincoln County, Kentucky",16865,26840,17301,25513,27232,47869,56045
21141,"Logan County, Kentucky",18242,26779,20740,25842,26745,37250,50657
21145,"McCracken County, Kentucky",46132,30681,18885,24213,29350,42811,55467
21151,"Madison County, Kentucky",51960,31799,18011,25919,30212,39076,54030
21155,"Marion County, Kentucky",13626,27209,14500,25607,29046,31525,45265
21157,"Marshall County, Kentucky",22571,30518,21676,27803,31003,40879,51685
21163,"Meade County, Kentucky",19061,31357,15156,25922,32954,41750,60984
21167,"Mercer County, Kentucky",14784,31467,23438,25266,31318,41650,50805
21173,"Montgomery County, Kentucky",18280,31713,15394,26662,37364,35761,51382
21177,"Muhlenberg County, Kentucky",21796,28501,18999,24814,29105,32974,49397
21179,"Nelson County, Kentucky",29268,31398,24115,30390,30754,41343,51408
21183,"Ohio County, Kentucky",16242,26674,20440,24702,27398,50950,44758
21185,"Oldham County, Kentucky",40786,43138,21397,29133,33815,62701,62598
21193,"Perry County, Kentucky",19710,30835,18640,26338,30638,34188,56250
21195,"Pike County, Kentucky",44866,29474,21918,26985,26024,38246,48284
21199,"Pulaski County, Kentucky",44319,26664,14186,23505,25399,42661,47745
21205,"Rowan County, Kentucky",13551,30261,16885,25584,29962,32157,47981
21209,"Scott County, Kentucky",31456,37684,21211,30855,36231,49083,58736
21211,"Shelby County, Kentucky",29150,34913,24974,24832,31210,49498,58714
21217,"Taylor County, Kentucky",16318,25637,20960,21372,28380,19677,46601
21227,"Warren County, Kentucky",71080,30895,16745,24344,30863,36266,51096
21231,"Wayne County, Kentucky",14549,22869,18704,22082,21617,23912,40408
21235,"Whitley County, Kentucky",23075,24878,17592,21270,23974,39263,45234
21239,"Woodford County, Kentucky",17042,35445,24355,26703,31045,42953,54141
22001,"Acadia Parish, Louisiana",39224,31302,17771,30769,33476,41065,50412
22003,"Allen Parish, Louisiana",17717,30008,20884,27243,28994,40536,50383
22005,"Ascension Parish, Louisiana",71103,43817,17170,37550,42089,57380,68077
22007,"Assumption Parish, Louisiana",15371,32661,22188,30674,30962,42500,65446
22009,"Avoyelles Parish, Louisiana",28008,26217,16274,26282,30982,28403,48468
22011,"Beauregard Parish, Louisiana",23828,35055,18405,28665,33264,44714,58875
22015,"Bossier Parish, Louisiana",79171,37225,21578,30387,33763,48106,58910
22017,"Caddo Parish, Louisiana",168664,31445,17427,25854,29409,47324,61385
22019,"Calcasieu Parish, Louisiana",126005,32291,17382,28488,30650,47403,52907
22029,"Concordia Parish, Louisiana",13860,25124,13355,20917,27053,44375,67330
22031,"De Soto Parish, Louisiana",18135,30706,27904,26057,31975,45598,51284
22033,"East Baton Rouge Parish, Louisiana",276586,35691,17673,26381,31539,47662,56505
22037,"East Feliciana Parish, Louisiana",14256,34466,16875,31715,35432,48922,80385
22039,"Evangeline Parish, Louisiana",21333,29467,16220,29779,30421,42925,49879
22041,"Franklin Parish, Louisiana",13538,24736,15625,22168,26844,37330,34730
22043,"Grant Parish, Louisiana",15244,28580,20457,29090,21974,49286,46957
22045,"Iberia Parish, Louisiana",47180,29787,20909,27191,29404,43616,55702
22047,"Iberville Parish, Louisiana",22879,30573,19118,27189,30272,47100,50865
22051,"Jefferson Parish, Louisiana",300084,32788,20429,26869,32121,46737,58097
22053,"Jefferson Davis Parish, Louisiana",20596,30075,22455,25993,27784,45909,49076
22055,"Lafayette Parish, Louisiana",146311,36300,19765,30229,31975,48406,60639
22057,"Lafourche Parish, Louisiana",63616,36448,32570,32426,34742,46529,53263
22061,"Lincoln Parish, Louisiana",25335,28103,14554,21930,25517,36612,44505
22063,"Livingston Parish, Louisiana",85391,38511,22316,35330,41373,50680,54253
22067,"Morehouse Parish, Louisiana",18194,25087,19552,21658,25044,41850,45121
22069,"Natchitoches Parish, Louisiana",23486,28657,14058,24925,25228,40465,52773
22071,"Orleans Parish, Louisiana",251356,31485,16004,22083,27723,41691,57771
22073,"Ouachita Parish, Louisiana",98122,30120,14278,23034,27478,43212,53378
22075,"Plaquemines Parish, Louisiana",15218,37412,25758,35445,41744,50961,67656
22077,"Pointe Coupee Parish, Louisiana",15486,33595,21434,31664,32539,45288,56500
22079,"Rapides Parish, Louisiana",86256,30109,16946,23609,30366,42028,50919
22083,"Richland Parish, Louisiana",13738,26124,11843,21351,31841,41477,52177
22085,"Sabine Parish, Louisiana",16335,32410,21250,31250,30666,44922,43403
22087,"St. Bernard Parish, Louisiana",26275,31981,25426,30201,31363,40813,45000
22089,"St. Charles Parish, Louisiana",34397,41026,27305,31215,41322,50054,61859
22093,"St. James Parish, Louisiana",14352,35251,23018,32641,36563,41185,37250
22095,"St. John the Baptist Parish, Louisiana",28738,35164,27153,33137,34896,47935,57688
22097,"St. Landry Parish, Louisiana",53465,29398,20156,26502,31472,43076,49236
22099,"St. Martin Parish, Louisiana",34479,31479,24341,27434,30917,43019,52900
22101,"St. Mary Parish, Louisiana",35330,30046,23916,28655,28054,42607,61953
22103,"St. Tammany Parish, Louisiana",161114,37582,17567,30451,35332,51756,67446
22105,"Tangipahoa Parish, Louisiana",78275,31051,21178,28220,31199,43233,46266
22109,"Terrebonne Parish, Louisiana",72007,32715,31797,31031,30994,46868,53869
22111,"Union Parish, Louisiana",15344,29685,16962,27491,31555,32008,45432
22113,"Vermilion Parish, Louisiana",38070,31929,20556,32171,30703,50246,53194
22115,"Vernon Parish, Louisiana",31342,33323,20740,28996,32393,43331,54966
22117,"Washington Parish, Louisiana",31393,27686,21116,22756,29197,45568,49464
22119,"Webster Parish, Louisiana",27770,28081,15800,25819,25957,42478,55000
22121,"West Baton Rouge Parish, Louisiana",16014,36184,16392,31589,39984,52580,65572
23001,"Androscoggin County, Maine",73728,31946,17730,28347,31624,41323,52509
23003,"Aroostook County, Maine",51450,27478,14628,22608,28688,36477,49692
23005,"Cumberland County, Maine",201281,36743,21717,27100,32569,45414,56631
23007,"Franklin County, Maine",21494,27203,25810,23194,27001,31460,49841
23009,"Hancock County, Maine",40678,27836,19567,24641,25967,33545,37926
23011,"Kennebec County, Maine",86625,31610,20884,26841,30585,40443,51918
23013,"Knox County, Maine",29606,29763,16929,26160,31029,31967,43114
23015,"Lincoln County, Maine",25884,29417,21200,25282,26859,36242,48750
23017,"Oxford County, Maine",41708,27903,21607,25053,27582,38914,45592
23019,"Penobscot County, Maine",105225,31101,17002,25241,29805,40370,53959
23023,"Sagadahoc County, Maine",25537,31739,17941,26630,27917,41772,55538
23025,"Somerset County, Maine",37452,29112,21560,26699,28230,37392,46827
23027,"Waldo County, Maine",27935,27774,16607,25170,26682,34533,40922
23029,"Washington County, Maine",23806,25164,19011,21623,25109,33651,41699
23031,"York County, Maine",142514,34699,21701,29581,32171,45559,54121
24001,"Allegany County, Maryland",51504,29450,16020,24957,29124,40140,60836
24003,"Anne Arundel County, Maryland",373989,51578,24084,36987,47366,64936,84912
24005,"Baltimore County, Maryland",559192,44744,24316,34282,40954,54995,71679
24009,"Calvert County, Maryland",59597,53078,31286,42890,51794,72673,88381
24011,"Caroline County, Maryland",21916,31562,24327,29308,29911,45925,61625
24013,"Carroll County, Maryland",113249,47130,30598,36930,44025,62177,72409
24015,"Cecil County, Maryland",67521,42243,20282,32560,43368,61718,66385
24017,"Charles County, Maryland",98431,55925,30052,41748,55949,74036,84000
24019,"Dorchester County, Maryland",23148,31604,20192,29238,31677,43785,55313
24021,"Frederick County, Maryland",159813,50280,25194,35536,44904,60974,80383
24023,"Garrett County, Maryland",21190,28630,24583,25311,25321,42998,53875
24025,"Harford County, Maryland",168298,49090,26039,33724,43957,62800,77036
24027,"Howard County, Maryland",200535,64063,25786,32905,43954,68271,93551
24029,"Kent County, Maryland",13991,35827,31023,28333,31680,50053,66053
24031,"Montgomery County, Maryland",689289,53813,23487,29602,39800,61390,93466
24033,"Prince George's County, Maryland",579353,43432,24871,36376,44346,57625,75615
24035,"Queen Anne's County, Maryland",33702,47268,32143,36406,48731,55383,67557
24037,"St. Mary's County, Maryland",69983,50645,24638,41223,45697,75488,92183
24039,"Somerset County, Maryland",16819,28100,19204,25475,29328,35921,54239
24041,"Talbot County, Maryland",28231,33722,26755,26455,34255,45625,65795
24043,"Washington County, Maryland",103061,36590,24023,30639,36396,52194,61141
24045,"Wicomico County, Maryland",62786,35046,27479,27560,32515,44743,60922
24047,"Worcester County, Maryland",38235,32280,16809,26860,29666,47827,66594
24510,"Baltimore city, Maryland",416965,35767,20470,28961,32566,47641,59845
25001,"Barnstable County, Massachusetts",164236,38302,21780,30779,38243,43129,61058
25003,"Berkshire County, Massachusetts",92882,32822,21119,30124,29378,40996,54148
25005,"Bristol County, Massachusetts",378327,38946,25391,31963,36603,55378,69803
25009,"Essex County, Massachusetts",517145,42413,21513,32424,38709,56922,72174
25011,"Franklin County, Massachusetts",52071,35239,17440,30460,32144,41238,51885
25013,"Hampden County, Massachusetts",308326,37396,23310,30315,35696,50001,64591
25015,"Hampshire County, Massachusetts",97817,41140,25955,32863,36103,43482,57548
25017,"Middlesex County, Massachusetts",1068886,50421,22631,32356,40624,58338,78009
25021,"Norfolk County, Massachusetts",474456,52409,23609,33683,42061,61597,80375
25023,"Plymouth County, Massachusetts",341542,44595,25708,33403,41212,60784,72585
25025,"Suffolk County, Massachusetts",497051,40675,21826,28385,35134,52688,65362
25027,"Worcester County, Massachusetts",544231,42761,22572,32024,38716,57004,71389
26005,"Allegan County, Michigan",74718,33150,22810,27139,32119,50811,62121
26007,"Alpena County, Michigan",21251,26019,16780,17849,26210,34637,51154
26009,"Antrim County, Michigan",17247,25205,11860,23217,25330,36615,45598
26015,"Barry County, Michigan",40601,33153,16170,30607,32383,47008,59038
26017,"Bay County, Michigan",74616,30910,14901,25545,29813,44586,66855
26021,"Berrien County, Michigan",106804,30565,16372,25734,29534,42761,52406
26023,"Branch County, Michigan",29800,29732,17298,25987,30911,42073,64890
26025,"Calhoun County, Michigan",90944,30630,15752,25511,29766,45697,63600
26027,"Cass County, Michigan",36492,31193,25471,27192,30865,41473,61202
26029,"Charlevoix County, Michigan",18757,27028,18864,20444,27286,35844,59306
26031,"Cheboygan County, Michigan",19212,22447,16822,18963,24128,35775,57734
26033,"Chippewa County, Michigan",26623,26381,9518,21403,26572,40570,48013
26035,"Clare County, Michigan",22172,23761,15168,20795,23633,45614,53708
26037,"Clinton County, Michigan",50595,39187,20873,30136,36346,52292,63161
26041,"Delta County, Michigan",26632,27623,25339,21547,27754,39821,51792
26043,"Dickinson County, Michigan",18887,28733,18605,24377,28159,45606,62270
26045,"Eaton County, Michigan",74126,35964,15960,26071,36226,50234,56550
26047,"Emmet County, Michigan",23170,27389,12946,22418,27616,31814,56563
26049,"Genesee County, Michigan",279178,30084,15394,24252,28075,42679,65919
26051,"Gladwin County, Michigan",18857,25120,13194,21315,26833,34844,42021
26055,"Grand Traverse County, Michigan",63010,29860,16588,25714,25717,44243,53063
26057,"Gratiot County, Michigan",28339,28276,21250,23688,27282,44176,53955
26059,"Hillsdale County, Michigan",31141,28064,15734,25693,27167,40310,58520
26061,"Houghton County, Michigan",21646,26851,18981,22350,26549,35342,49438
26063,"Huron County, Michigan",23767,27146,25000,25009,28115,36625,52163
26065,"Ingham County, Michigan",167866,32422,14875,21712,30024,41730,60167
26067,"Ionia County, Michigan",42835,31146,20775,25354,31768,46681,59848
26069,"Iosco County, Michigan",19527,23695,12407,20184,24680,37487,51806
26073,"Isabella County, Michigan",36489,27216,17525,22770,25611,34323,59771
26075,"Jackson County, Michigan",108878,31262,15893,24706,30700,48600,58884
26077,"Kalamazoo County, Michigan",157198,33159,16381,23961,30118,44157,60424
26081,"Kent County, Michigan",394466,33002,19179,26652,30788,42391,62220
26087,"Lapeer County, Michigan",60563,32129,21867,25219,33465,44113,67208
26089,"Leelanau County, Michigan",16476,27593,17054,20690,25815,35160,46533
26091,"Lenawee County, Michigan",67138,30246,15924,25454,31624,41425,52979
26093,"Livingston County, Michigan",124793,41772,20960,30631,35552,60303,73597
26099,"Macomb County, Michigan",586442,36131,20542,28490,35064,51894,68576
26101,"Manistee County, Michigan",18252,26902,14608,23061,27500,39104,52333
26103,"Marquette County, Michigan",44999,30295,12361,24225,26418,39307,52583
26105,"Mason County, Michigan",20607,27126,21107,22257,25325,44384,60536
26107,"Mecosta County, Michigan",25962,26415,14707,24614,24912,33257,53322
26109,"Menominee County, Michigan",17416,29047,13063,24751,30889,36544,59375
26111,"Midland County, Michigan",57248,34376,14275,22658,30045,55392,76081
26115,"Monroe County, Michigan",102968,36187,18701,29690,35414,52268,65367
26117,"Montcalm County, Michigan",43295,27541,19342,24336,27182,48599,53934
26121,"Muskegon County, Michigan",113437,30360,18573,25238,30048,44343,61717
26123,"Newaygo County, Michigan",32757,29180,20854,24870,30924,39917,66192
26125,"Oakland County, Michigan",846024,43612,19094,26890,33069,56091,78645
26127,"Oceana County, Michigan",17897,25234,16230,24320,27122,32361,53304
26129,"Ogemaw County, Michigan",15740,23185,12857,21084,22468,46316,58000
26133,"Osceola County, Michigan",15921,25616,20344,23979,25861,31116,45110
26137,"Otsego County, Michigan",16976,29848,20417,27271,26782,47112,56923
26139,"Ottawa County, Michigan",164682,35348,20921,27722,33542,45555,60994
26143,"Roscommon County, Michigan",19218,20737,9397,17857,22245,36875,65972
26145,"Saginaw County, Michigan",132136,28937,13599,22870,27409,43873,63290
26147,"St. Clair County, Michigan",111167,31308,19441,27381,30316,43464,70275
26149,"St. Joseph County, Michigan",40497,28568,22665,26639,27890,38824,60806
26151,"Sanilac County, Michigan",29370,26733,16661,25397,26687,36250,57237
26155,"Shiawassee County, Michigan",47354,30972,22043,27363,30327,41899,64429
26157,"Tuscola County, Michigan",38235,27128,21982,23640,27539,42200,61175
26159,"Van Buren County, Michigan",51017,31579,20246,24675,31436,49471,60532
26161,"Washtenaw County, Michigan",217645,41298,14855,26097,30827,45409,70492
26163,"Wayne County, Michigan",1172007,31750,17534,25504,30617,46546,66076
26165,"Wexford County, Michigan",22581,26671,21992,25413,24491,35707,64338
27003,"Anoka County, Minnesota",224697,41912,22381,35269,41136,55269,67611
27005,"Becker County, Minnesota",22657,31271,22276,25538,30212,43544,59917
27007,"Beltrami County, Minnesota",27342,29743,14500,24813,27215,38116,56632
27009,"Benton County, Minnesota",25577,35723,24242,30276,34583,44024,55229
27013,"Blue Earth County, Minnesota",37813,34011,23896,30034,31122,41427,54563
27015,"Brown County, Minnesota",17504,32728,19375,28309,31271,38058,57861
27017,"Carlton County, Minnesota",24312,34176,25705,28284,30521,42389,63171
27019,"Carver County, Minnesota",60066,48897,27740,32362,41640,63073,70911
27021,"Cass County, Minnesota",20593,28663,16066,25735,27189,40845,50000
27025,"Chisago County, Minnesota",36283,40156,22787,34951,37749,48946,61748
27027,"Clay County, Minnesota",36122,36577,27760,30919,31537,45128,55039
27035,"Crow Wing County, Minnesota",43977,30687,14844,24684,30387,41857,60137
27037,"Dakota County, Minnesota",269812,44289,22070,32510,39918,55845,72566
27039,"Dodge County, Minnesota",12974,40910,24286,35078,40499,53069,58688
27041,"Douglas County, Minnesota",25761,31505,21671,25405,31579,33713,52011
27045,"Fillmore County, Minnesota",14451,32312,20156,27238,32988,41406,52708
27047,"Freeborn County, Minnesota",21833,31860,19656,28493,30966,44148,61792
27049,"Goodhue County, Minnesota",32254,35649,23636,29749,34440,46823,57148
27053,"Hennepin County, Minnesota",808298,42087,20014,28372,35735,52427,71629
27057,"Hubbard County, Minnesota",14870,28059,17853,24750,26223,39632,50164
27059,"Isanti County, Minnesota",25631,35317,20920,31136,33118,48602,60206
27061,"Itasca County, Minnesota",32387,27760,19722,22545,26814,35074,55223
27067,"Kandiyohi County, Minnesota",28381,31485,20615,26194,31590,37679,57475
27079,"Le Sueur County, Minnesota",18805,36874,29178,31632,36678,51393,54375
27083,"Lyon County, Minnesota",16359,32702,20104,28870,33781,37303,58333
27085,"McLeod County, Minnesota",24601,35519,24415,30120,35832,46271,70557
27091,"Martin County, Minnesota",14737,30912,16996,26928,30944,50752,54625
27093,"Meeker County, Minnesota",15783,32838,26410,27955,32432,45947,49219
27095,"Mille Lacs County, Minnesota",17657,30820,21418,26859,30923,45559,51939
27097,"Morrison County, Minnesota",22715,30838,18952,26664,32989,35734,50605
27099,"Mower County, Minnesota",25775,32739,26119,26966,32099,50825,55743
27103,"Nicollet County, Minnesota",21097,35903,19750,30779,34287,48062,53224
27105,"Nobles County, Minnesota",13846,30180,22441,27480,29740,40703,49896
27109,"Olmsted County, Minnesota",98813,41542,18741,28606,35860,52360,67637
27111,"Otter Tail County, Minnesota",41133,31430,20870,27730,31198,38842,56940
27115,"Pine County, Minnesota",21051,27430,20649,23699,29620,41116,57625
27119,"Polk County, Minnesota",21030,33258,20781,27293,33598,40313,54020
27123,"Ramsey County, Minnesota",340479,37737,18251,28247,34616,45828,61406
27131,"Rice County, Minnesota",40258,35410,15637,27928,35490,47621,59953
27137,"St. Louis County, Minnesota",135961,32137,16586,26074,30479,42209,61189
27139,"Scott County, Minnesota",85966,48213,27532,35963,43516,61182,73884
27141,"Sherburne County, Minnesota",57270,40403,31500,34462,39808,51181,60199
27145,"Stearns County, Minnesota",92905,35875,21793,30775,34415,45840,59481
27147,"Steele County, Minnesota",24236,36806,25886,30528,35911,50087,59792
27153,"Todd County, Minnesota",16697,29831,29000,27154,29627,38537,45074
27157,"Wabasha County, Minnesota",15081,35278,18462,31083,34181,46324,53065
27163,"Washington County, Minnesota",162424,46914,24063,34910,41275,56584,75384
27169,"Winona County, Minnesota",30805,32167,19139,28454,31427,38261,58198
27171,"Wright County, Minnesota",81370,43174,30577,34574,41522,54331,58157
28001,"Adams County, Mississippi",22556,26594,21641,23015,24912,33527,42130
28003,"Alcorn County, Mississippi",25121,28727,13706,21079,33253,36048,49928
28011,"Bolivar County, Mississippi",21273,25996,14506,21130,24472,33785,50025
28025,"Clay County, Mississippi",13251,23953,14200,19366,29464,39456,61875
28027,"Coahoma County, Mississippi",15471,24696,15945,22542,22196,33739,44359
28029,"Copiah County, Mississippi",18849,24091,11451,21946,26250,33306,43065
28031,"Covington County, Mississippi",13222,26353,16875,27255,26352,32969,39282
28033,"DeSoto County, Mississippi",106740,36914,21915,31719,36088,44943,61494
28035,"Forrest County, Mississippi",46055,24193,16117,19601,20403,35816,46748
28039,"George County, Mississippi",14921,32447,12243,47834,30856,54063,45625
28043,"Grenada County, Mississippi",14111,25978,13725,27249,27860,36289,50758
28045,"Hancock County, Mississippi",31034,30492,19117,26568,31170,39151,61680
28047,"Harrison County, Mississippi",125856,29392,16672,25135,29995,41219,52308
28049,"Hinds County, Mississippi",154006,27717,15533,22013,26073,36959,48002
28057,"Itawamba County, Mississippi",15544,30209,20051,28255,29955,39656,61607
28059,"Jackson County, Mississippi",92775,32558,20167,26652,32243,47705,56753
28067,"Jones County, Mississippi",44220,29807,19819,26933,28366,40113,50444
28071,"Lafayette County, Mississippi",27167,29591,11653,23893,26580,35201,54565
28073,"Lamar County, Mississippi",36873,32040,22299,23606,25963,41753,47762
28075,"Lauderdale County, Mississippi",52565,26588,17741,21877,25825,42179,50260
28079,"Leake County, Mississippi",14078,24963,19318,20334,25427,44440,60372
28081,"Lee County, Mississippi",55360,30232,21057,25272,29334,39603,56890
28083,"Leflore County, Mississippi",19394,25696,17255,18773,24929,44152,42237
28085,"Lincoln County, Mississippi",22683,28675,16721,25519,29463,32224,53289
28087,"Lowndes County, Mississippi",38563,24301,13488,21241,22684,44818,44610
28089,"Madison County, Mississippi",64619,41644,20374,27788,31702,47300,60181
28091,"Marion County, Mississippi",17579,26087,15954,26587,25446,35815,41940
28093,"Marshall County, Mississippi",24552,29114,24828,28655,30184,40415,31250
28095,"Monroe County, Mississippi",24503,29654,25739,27150,30196,40612,45820
28099,"Neshoba County, Mississippi",18522,26832,19021,23956,28957,42030,44531
28101,"Newton County, Mississippi",13866,29345,17664,25690,27672,40909,45750
28105,"Oktibbeha County, Mississippi",24635,30793,17244,25611,23342,32976,47053
28107,"Panola County, Mississippi",21775,30279,18243,25367,31215,42240,38227
28109,"Pearl River County, Mississippi",36870,30015,25027,29301,30087,40184,46875
28113,"Pike County, Mississippi",25746,27066,21074,23133,28418,32337,40943
28115,"Pontotoc County, Mississippi",19640,27882,20982,30382,30270,41154,41881
28117,"Prentiss County, Mississippi",16803,25267,22242,21511,24328,39537,39276
28121,"Rankin County, Mississippi",97885,37246,22347,30772,33073,48897,60592
28123,"Scott County, Mississippi",17991,23373,17280,23281,27068,34069,56383
28127,"Simpson County, Mississippi",17782,30521,28827,27546,28647,40500,42128
28133,"Sunflower County, Mississippi",18348,22654,15086,22398,20829,36474,32267
28137,"Tate County, Mississippi",18071,30352,18342,26412,28629,42765,72468
28139,"Tippah County, Mississippi",14474,24848,15085,24375,25563,34507,36575
28145,"Union County, Mississippi",18048,28763,21046,26092,33610,36846,42500
28149,"Warren County, Mississippi",31870,33026,20812,25915,32891,41566,61170
28151,"Washington County, Mississippi",31628,25811,15732,19583,22354,36963,52034
28153,"Wayne County, Mississippi",13323,25148,21058,19072,31077,49694,42600
28163,"Yazoo County, Mississippi",18784,22464,13891,23771,22131,34202,51250
29001,"Adair County, Missouri",13963,28835,11719,25982,28630,32500,48260
29007,"Audrain County, Missouri",17378,27951,20233,25671,30482,33162,46997
29009,"Barry County, Missouri",24620,26947,19583,25211,30000,35553,46828
29019,"Boone County, Missouri",97570,34827,16419,24806,31955,40491,52517
29021,"Buchanan County, Missouri",59114,29861,19522,26637,29282,38186,49535
29023,"Butler County, Missouri",29396,26634,14971,23873,27210,36413,42354
29027,"Callaway County, Missouri",29407,31320,24867,24810,31834,38987,49023
29029,"Camden County, Missouri",32604,23606,15669,20637,22397,31462,44586
29031,"Cape Girardeau County, Missouri",49187,31456,16950,26435,28952,40154,48835
29037,"Cass County, Missouri",66542,39009,22077,33685,36522,51910,52168
29043,"Christian County, Missouri",52211,31884,24070,26711,30737,39557,51289
29047,"Clay County, Missouri",151218,38742,23540,31532,35609,49096,55809
29049,"Clinton County, Missouri",14019,32919,12733,34119,31084,44091,47159
