Date,Open,High,Low,Close,Volume,Adj Close
12/12/1980,0.513392344,0.513392344,0.513392344,0.513392344,117258517,0.513392344
15/12/1980,0.486606656,0.486606656,0.486606656,0.486606656,43971243,0.486606656
16/12/1980,0.450892406,0.450892406,0.450892406,0.450892406,26432026,0.450892406
17/12/1980,0.462053109,0.462053109,0.462053109,0.462053109,21610421,0.462053109
18/12/1980,0.475445953,0.475445953,0.475445953,0.475445953,18362418,0.475445953
19/12/1980,0.504463781,0.504463781,0.504463781,0.504463781,12157612,0.504463781
22/12/1980,0.529017328,0.529017328,0.529017328,0.529017328,9340809,0.529017328
23/12/1980,0.551338734,0.551338734,0.551338734,0.551338734,11737611,0.551338734
24/12/1980,0.580356563,0.580356563,0.580356563,0.580356563,12000812,0.580356563
,,,,,,
26/12/1980,0.633927938,0.633927938,0.633927938,0.633927938,13893613,0.633927938
29/12/1980,0.6428565,0.6428565,0.6428565,0.6428565,23290423,0.6428565
30/12/1980,0.627231516,0.627231516,0.627231516,0.627231516,17220017,0.627231516
31/12/1980,0.609374391,0.609374391,0.609374391,0.609374391,8937608,0.609374391
,,,,,,
2/01/1981,0.616070813,0.616070813,0.616070813,0.616070813,5415205,0.616070813
5/01/1981,0.602677969,0.602677969,0.602677969,0.602677969,8932008,0.602677969
6/01/1981,0.575892281,0.575892281,0.575892281,0.575892281,11289611,0.575892281
7/01/1981,0.551338734,0.551338734,0.551338734,0.551338734,13921613,0.551338734
8/01/1981,0.540178031,0.540178031,0.540178031,0.540178031,9956809,0.540178031
9/01/1981,0.569195859,0.569195859,0.569195859,0.569195859,5376005,0.569195859
12/01/1981,0.564731578,0.564731578,0.564731578,0.564731578,5924805,0.564731578
13/01/1981,0.544642313,0.544642313,0.544642313,0.544642313,5762405,0.544642313
14/01/1981,0.546874453,0.546874453,0.546874453,0.546874453,3572803,0.546874453
15/01/1981,0.558035156,0.558035156,0.558035156,0.558035156,3516803,0.558035156
16/01/1981,0.553570875,0.553570875,0.553570875,0.553570875,3348803,0.553570875
19/01/1981,0.587052984,0.587052984,0.587052984,0.587052984,10393610,0.587052984
20/01/1981,0.569195859,0.569195859,0.569195859,0.569195859,7520807,0.569195859
21/01/1981,0.580356563,0.580356563,0.580356563,0.580356563,3976003,0.580356563
22/01/1981,0.587052984,0.587052984,0.587052984,0.587052984,8887208,0.587052984
23/01/1981,0.584820844,0.584820844,0.584820844,0.584820844,2805602,0.584820844
26/01/1981,0.575892281,0.575892281,0.575892281,0.575892281,6160006,0.575892281
27/01/1981,0.571428,0.571428,0.571428,0.571428,5924805,0.571428
28/01/1981,0.553570875,0.553570875,0.553570875,0.553570875,7039207,0.553570875
29/01/1981,0.533481609,0.533481609,0.533481609,0.533481609,10976010,0.533481609
30/01/1981,0.504463781,0.504463781,0.504463781,0.504463781,11547211,0.504463781
2/02/1981,0.475445953,0.475445953,0.475445953,0.475445953,5941605,0.475445953
3/02/1981,0.493303078,0.493303078,0.493303078,0.493303078,4788004,0.493303078
4/02/1981,0.511160203,0.511160203,0.511160203,0.511160203,6966406,0.511160203
5/02/1981,0.511160203,0.511160203,0.511160203,0.511160203,1982401,0.511160203
6/02/1981,0.513392344,0.513392344,0.513392344,0.513392344,3466403,0.513392344
9/02/1981,0.486606656,0.486606656,0.486606656,0.486606656,4188804,0.486606656
10/02/1981,0.486606656,0.486606656,0.486606656,0.486606656,4586404,0.486606656
